Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
ERR10783132_1	(16.0, 4.0)	(17.0, 3.0)	(18.0, 16.0)	(19.0, 46.0)	(20.0, 134.0)	(21.0, 288.0)	(22.0, 656.0)	(23.0, 1398.0)	(24.0, 2462.0)	(25.0, 3900.0)	(26.0, 5977.0)	(27.0, 10128.0)	(28.0, 11247.0)	(29.0, 11741.0)	(30.0, 12970.0)	(31.0, 17964.0)	(32.0, 25387.0)	(33.0, 31655.0)	(34.0, 35191.0)	(35.0, 39691.0)	(36.0, 48991.0)	(37.0, 85863.0)	(38.0, 177633.0)														
ERR10783132_2	(3.0, 6.0)	(4.0, 2.0)	(5.0, 0.0)	(6.0, 2.0)	(7.0, 50.0)	(8.0, 138.0)	(9.0, 243.0)	(10.0, 725.0)	(11.0, 1744.0)	(12.0, 2949.0)	(13.0, 481.0)	(14.0, 327.0)	(15.0, 2623.0)	(16.0, 4863.0)	(17.0, 3340.0)	(18.0, 2504.0)	(19.0, 2122.0)	(20.0, 1754.0)	(21.0, 1935.0)	(22.0, 2743.0)	(23.0, 4019.0)	(24.0, 5849.0)	(25.0, 8300.0)	(26.0, 11650.0)	(27.0, 16986.0)	(28.0, 22636.0)	(29.0, 25545.0)	(30.0, 25040.0)	(31.0, 26177.0)	(32.0, 26273.0)	(33.0, 28628.0)	(34.0, 32782.0)	(35.0, 33271.0)	(36.0, 42563.0)	(37.0, 79561.0)	(38.0, 105514.0)	
ERR10783138_1	(16.0, 2.0)	(17.0, 1.0)	(18.0, 1.0)	(19.0, 6.0)	(20.0, 21.0)	(21.0, 112.0)	(22.0, 378.0)	(23.0, 947.0)	(24.0, 1660.0)	(25.0, 2802.0)	(26.0, 5438.0)	(27.0, 8422.0)	(28.0, 4937.0)	(29.0, 3521.0)	(30.0, 3873.0)	(31.0, 4816.0)	(32.0, 6069.0)	(33.0, 7671.0)	(34.0, 9876.0)	(35.0, 13319.0)	(36.0, 20498.0)	(37.0, 46918.0)	(38.0, 111257.0)														
ERR10783138_2	(14.0, 77.0)	(15.0, 2996.0)	(16.0, 7899.0)	(17.0, 4462.0)	(18.0, 2534.0)	(19.0, 1463.0)	(20.0, 946.0)	(21.0, 933.0)	(22.0, 1159.0)	(23.0, 1455.0)	(24.0, 1745.0)	(25.0, 2155.0)	(26.0, 2498.0)	(27.0, 2868.0)	(28.0, 3321.0)	(29.0, 3985.0)	(30.0, 4940.0)	(31.0, 5899.0)	(32.0, 7133.0)	(33.0, 8519.0)	(34.0, 10746.0)	(35.0, 15139.0)	(36.0, 23834.0)	(37.0, 58534.0)	(38.0, 77305.0)												
ERR10783144_1	(16.0, 1.0)	(17.0, 3.0)	(18.0, 0.0)	(19.0, 3.0)	(20.0, 25.0)	(21.0, 71.0)	(22.0, 339.0)	(23.0, 895.0)	(24.0, 2021.0)	(25.0, 3718.0)	(26.0, 8057.0)	(27.0, 28554.0)	(28.0, 26280.0)	(29.0, 10511.0)	(30.0, 8793.0)	(31.0, 11323.0)	(32.0, 18141.0)	(33.0, 28140.0)	(34.0, 34956.0)	(35.0, 36202.0)	(36.0, 41367.0)	(37.0, 77958.0)	(38.0, 290376.0)														
ERR10783144_2	(13.0, 3.0)	(14.0, 40.0)	(15.0, 3093.0)	(16.0, 21170.0)	(17.0, 24272.0)	(18.0, 9878.0)	(19.0, 5169.0)	(20.0, 2811.0)	(21.0, 1649.0)	(22.0, 1516.0)	(23.0, 2052.0)	(24.0, 2851.0)	(25.0, 3953.0)	(26.0, 5402.0)	(27.0, 7321.0)	(28.0, 9957.0)	(29.0, 13734.0)	(30.0, 19503.0)	(31.0, 26347.0)	(32.0, 31289.0)	(33.0, 33656.0)	(34.0, 34294.0)	(35.0, 38120.0)	(36.0, 49745.0)	(37.0, 98022.0)	(38.0, 181887.0)											
ERR10783153_1	(14.0, 24.0)	(15.0, 963.0)	(16.0, 3732.0)	(17.0, 3459.0)	(18.0, 2620.0)	(19.0, 2340.0)	(20.0, 1627.0)	(21.0, 1241.0)	(22.0, 1302.0)	(23.0, 1748.0)	(24.0, 2232.0)	(25.0, 2911.0)	(26.0, 3829.0)	(27.0, 4790.0)	(28.0, 6019.0)	(29.0, 7607.0)	(30.0, 9684.0)	(31.0, 11688.0)	(32.0, 14659.0)	(33.0, 18078.0)	(34.0, 22170.0)	(35.0, 30468.0)	(36.0, 46867.0)	(37.0, 101359.0)	(38.0, 117059.0)												
ERR10783153_2	(16.0, 1.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 5.0)	(20.0, 23.0)	(21.0, 74.0)	(22.0, 321.0)	(23.0, 895.0)	(24.0, 2079.0)	(25.0, 3163.0)	(26.0, 4615.0)	(27.0, 6725.0)	(28.0, 7954.0)	(29.0, 7603.0)	(30.0, 8851.0)	(31.0, 10844.0)	(32.0, 13762.0)	(33.0, 17946.0)	(34.0, 22968.0)	(35.0, 29949.0)	(36.0, 43430.0)	(37.0, 84910.0)	(38.0, 152357.0)														
ERR10783156_1	(16.0, 2.0)	(17.0, 2.0)	(18.0, 5.0)	(19.0, 12.0)	(20.0, 85.0)	(21.0, 408.0)	(22.0, 1330.0)	(23.0, 3133.0)	(24.0, 5455.0)	(25.0, 9276.0)	(26.0, 21138.0)	(27.0, 29868.0)	(28.0, 13392.0)	(29.0, 6815.0)	(30.0, 5948.0)	(31.0, 6858.0)	(32.0, 8244.0)	(33.0, 10775.0)	(34.0, 14030.0)	(35.0, 19617.0)	(36.0, 29427.0)	(37.0, 64572.0)	(38.0, 131781.0)														
ERR10783156_2	(13.0, 6.0)	(14.0, 356.0)	(15.0, 11662.0)	(16.0, 30056.0)	(17.0, 17999.0)	(18.0, 10325.0)	(19.0, 6611.0)	(20.0, 4714.0)	(21.0, 4524.0)	(22.0, 4786.0)	(23.0, 5202.0)	(24.0, 5656.0)	(25.0, 6076.0)	(26.0, 6749.0)	(27.0, 7272.0)	(28.0, 7831.0)	(29.0, 8678.0)	(30.0, 9722.0)	(31.0, 10755.0)	(32.0, 12348.0)	(33.0, 14384.0)	(34.0, 17503.0)	(35.0, 22563.0)	(36.0, 33686.0)	(37.0, 66627.0)	(38.0, 56082.0)											
ERR10783159_1	(2.0, 4.0)	(3.0, 2.0)	(4.0, 1.0)	(5.0, 1.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 1.0)	(9.0, 1.0)	(10.0, 1.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 1.0)	(14.0, 53.0)	(15.0, 1379.0)	(16.0, 4344.0)	(17.0, 2619.0)	(18.0, 1129.0)	(19.0, 749.0)	(20.0, 520.0)	(21.0, 553.0)	(22.0, 697.0)	(23.0, 1064.0)	(24.0, 1612.0)	(25.0, 2151.0)	(26.0, 2937.0)	(27.0, 3945.0)	(28.0, 5097.0)	(29.0, 6520.0)	(30.0, 8873.0)	(31.0, 11397.0)	(32.0, 13294.0)	(33.0, 14206.0)	(34.0, 15250.0)	(35.0, 17846.0)	(36.0, 25295.0)	(37.0, 54584.0)	(38.0, 103809.0)
ERR10783159_2	(15.0, 1.0)	(16.0, 2.0)	(17.0, 2.0)	(18.0, 2.0)	(19.0, 7.0)	(20.0, 10.0)	(21.0, 27.0)	(22.0, 58.0)	(23.0, 170.0)	(24.0, 435.0)	(25.0, 843.0)	(26.0, 1893.0)	(27.0, 5510.0)	(28.0, 4672.0)	(29.0, 3787.0)	(30.0, 4219.0)	(31.0, 6505.0)	(32.0, 10630.0)	(33.0, 14271.0)	(34.0, 15104.0)	(35.0, 15909.0)	(36.0, 19183.0)	(37.0, 37115.0)	(38.0, 159583.0)													
ERR10783163_1	(16.0, 1.0)	(17.0, 2.0)	(18.0, 4.0)	(19.0, 8.0)	(20.0, 15.0)	(21.0, 49.0)	(22.0, 166.0)	(23.0, 450.0)	(24.0, 903.0)	(25.0, 1800.0)	(26.0, 4809.0)	(27.0, 14087.0)	(28.0, 11191.0)	(29.0, 7087.0)	(30.0, 7415.0)	(31.0, 11299.0)	(32.0, 19192.0)	(33.0, 23635.0)	(34.0, 23539.0)	(35.0, 22682.0)	(36.0, 23988.0)	(37.0, 41132.0)	(38.0, 149644.0)														
ERR10783163_2	(2.0, 8.0)	(3.0, 7.0)	(4.0, 2.0)	(5.0, 2.0)	(6.0, 1.0)	(7.0, 1.0)	(8.0, 1.0)	(9.0, 2.0)	(10.0, 2.0)	(11.0, 0.0)	(12.0, 3.0)	(13.0, 10.0)	(14.0, 130.0)	(15.0, 4534.0)	(16.0, 13641.0)	(17.0, 6991.0)	(18.0, 2775.0)	(19.0, 1645.0)	(20.0, 1193.0)	(21.0, 1209.0)	(22.0, 1738.0)	(23.0, 2723.0)	(24.0, 3950.0)	(25.0, 5755.0)	(26.0, 8314.0)	(27.0, 12459.0)	(28.0, 16991.0)	(29.0, 19893.0)	(30.0, 19957.0)	(31.0, 18453.0)	(32.0, 17063.0)	(33.0, 17644.0)	(34.0, 17839.0)	(35.0, 16606.0)	(36.0, 21360.0)	(37.0, 46253.0)	(38.0, 83943.0)
ERR10783166_1	(18.0, 2.0)	(19.0, 7.0)	(20.0, 12.0)	(21.0, 70.0)	(22.0, 195.0)	(23.0, 566.0)	(24.0, 1244.0)	(25.0, 2277.0)	(26.0, 3353.0)	(27.0, 5222.0)	(28.0, 6652.0)	(29.0, 8027.0)	(30.0, 9987.0)	(31.0, 13144.0)	(32.0, 16902.0)	(33.0, 21764.0)	(34.0, 28257.0)	(35.0, 37556.0)	(36.0, 55271.0)	(37.0, 110294.0)	(38.0, 190600.0)																
ERR10783166_2	(13.0, 1.0)	(14.0, 6.0)	(15.0, 462.0)	(16.0, 1777.0)	(17.0, 1673.0)	(18.0, 1052.0)	(19.0, 914.0)	(20.0, 843.0)	(21.0, 998.0)	(22.0, 1399.0)	(23.0, 1981.0)	(24.0, 2663.0)	(25.0, 3581.0)	(26.0, 4505.0)	(27.0, 5703.0)	(28.0, 7012.0)	(29.0, 8686.0)	(30.0, 10712.0)	(31.0, 13617.0)	(32.0, 16902.0)	(33.0, 21168.0)	(34.0, 26928.0)	(35.0, 37436.0)	(36.0, 58528.0)	(37.0, 129512.0)	(38.0, 153343.0)											
ERR10783178_1	(2.0, 7.0)	(3.0, 0.0)	(4.0, 2.0)	(5.0, 0.0)	(6.0, 276.0)	(7.0, 6303.0)	(8.0, 26673.0)	(9.0, 30123.0)	(10.0, 7747.0)	(11.0, 4029.0)	(12.0, 5228.0)	(13.0, 6147.0)	(14.0, 7558.0)	(15.0, 10610.0)	(16.0, 18617.0)	(17.0, 78052.0)	(18.0, 155302.0)	(19.0, 89017.0)	(20.0, 39498.0)	(21.0, 19895.0)	(22.0, 10537.0)	(23.0, 6832.0)	(24.0, 5781.0)	(25.0, 6147.0)	(26.0, 7142.0)	(27.0, 9440.0)	(28.0, 11924.0)	(29.0, 15582.0)	(30.0, 21067.0)	(31.0, 30660.0)	(32.0, 40750.0)	(33.0, 45771.0)	(34.0, 46954.0)	(35.0, 51031.0)	(36.0, 63623.0)	(37.0, 132552.0)	(38.0, 200994.0)
ERR10783178_2	(9.0, 2.0)	(10.0, 1.0)	(11.0, 16.0)	(12.0, 337.0)	(13.0, 1775.0)	(14.0, 4839.0)	(15.0, 8578.0)	(16.0, 12580.0)	(17.0, 17854.0)	(18.0, 27008.0)	(19.0, 27927.0)	(20.0, 7105.0)	(21.0, 507.0)	(22.0, 407.0)	(23.0, 1270.0)	(24.0, 3287.0)	(25.0, 7655.0)	(26.0, 31266.0)	(27.0, 128298.0)	(28.0, 123277.0)	(29.0, 75845.0)	(30.0, 44920.0)	(31.0, 28662.0)	(32.0, 27180.0)	(33.0, 36895.0)	(34.0, 47998.0)	(35.0, 54042.0)	(36.0, 60980.0)	(37.0, 105028.0)	(38.0, 326332.0)							
ERR10787957_1	(13.0, 1.0)	(14.0, 57.0)	(15.0, 3422.0)	(16.0, 11514.0)	(17.0, 6955.0)	(18.0, 3199.0)	(19.0, 1718.0)	(20.0, 954.0)	(21.0, 667.0)	(22.0, 679.0)	(23.0, 881.0)	(24.0, 1072.0)	(25.0, 1330.0)	(26.0, 1426.0)	(27.0, 1556.0)	(28.0, 1994.0)	(29.0, 2598.0)	(30.0, 3410.0)	(31.0, 4257.0)	(32.0, 4986.0)	(33.0, 6314.0)	(34.0, 8169.0)	(35.0, 11538.0)	(36.0, 18537.0)	(37.0, 47120.0)	(38.0, 83962.0)											
ERR10787957_2	(18.0, 2.0)	(19.0, 2.0)	(20.0, 26.0)	(21.0, 142.0)	(22.0, 498.0)	(23.0, 1177.0)	(24.0, 2283.0)	(25.0, 3608.0)	(26.0, 7282.0)	(27.0, 10705.0)	(28.0, 5789.0)	(29.0, 3473.0)	(30.0, 3411.0)	(31.0, 4078.0)	(32.0, 5212.0)	(33.0, 6509.0)	(34.0, 8233.0)	(35.0, 10618.0)	(36.0, 16535.0)	(37.0, 37279.0)	(38.0, 101454.0)																
ERR10787959_1	(17.0, 3.0)	(18.0, 2.0)	(19.0, 14.0)	(20.0, 21.0)	(21.0, 145.0)	(22.0, 558.0)	(23.0, 1728.0)	(24.0, 3775.0)	(25.0, 6448.0)	(26.0, 13004.0)	(27.0, 35303.0)	(28.0, 37681.0)	(29.0, 19608.0)	(30.0, 9486.0)	(31.0, 7510.0)	(32.0, 9035.0)	(33.0, 11663.0)	(34.0, 14981.0)	(35.0, 20293.0)	(36.0, 31433.0)	(37.0, 72500.0)	(38.0, 233854.0)															
ERR10787959_2	(12.0, 1.0)	(13.0, 7.0)	(14.0, 485.0)	(15.0, 20855.0)	(16.0, 52492.0)	(17.0, 22740.0)	(18.0, 9105.0)	(19.0, 5891.0)	(20.0, 3378.0)	(21.0, 1852.0)	(22.0, 1259.0)	(23.0, 1329.0)	(24.0, 1527.0)	(25.0, 2214.0)	(26.0, 3364.0)	(27.0, 5022.0)	(28.0, 6043.0)	(29.0, 6802.0)	(30.0, 7664.0)	(31.0, 8739.0)	(32.0, 10548.0)	(33.0, 12959.0)	(34.0, 16837.0)	(35.0, 24235.0)	(36.0, 39588.0)	(37.0, 108936.0)	(38.0, 155173.0)										
ERR10787961_1	(9.0, 2.0)	(10.0, 6.0)	(11.0, 22.0)	(12.0, 222.0)	(13.0, 1250.0)	(14.0, 3638.0)	(15.0, 6568.0)	(16.0, 9558.0)	(17.0, 13645.0)	(18.0, 20306.0)	(19.0, 21696.0)	(20.0, 6208.0)	(21.0, 461.0)	(22.0, 158.0)	(23.0, 372.0)	(24.0, 768.0)	(25.0, 1627.0)	(26.0, 3299.0)	(27.0, 6956.0)	(28.0, 7004.0)	(29.0, 7986.0)	(30.0, 9684.0)	(31.0, 13196.0)	(32.0, 20461.0)	(33.0, 30398.0)	(34.0, 36758.0)	(35.0, 39054.0)	(36.0, 43339.0)	(37.0, 71516.0)	(38.0, 205304.0)							
ERR10787961_2	(2.0, 7.0)	(3.0, 3.0)	(4.0, 0.0)	(5.0, 5.0)	(6.0, 150.0)	(7.0, 4014.0)	(8.0, 17518.0)	(9.0, 20761.0)	(10.0, 5404.0)	(11.0, 2966.0)	(12.0, 4591.0)	(13.0, 5112.0)	(14.0, 7023.0)	(15.0, 10696.0)	(16.0, 10987.0)	(17.0, 2925.0)	(18.0, 1059.0)	(19.0, 816.0)	(20.0, 692.0)	(21.0, 1037.0)	(22.0, 1710.0)	(23.0, 2912.0)	(24.0, 4434.0)	(25.0, 6592.0)	(26.0, 8839.0)	(27.0, 12070.0)	(28.0, 17413.0)	(29.0, 23941.0)	(30.0, 28432.0)	(31.0, 30720.0)	(32.0, 29973.0)	(33.0, 29721.0)	(34.0, 32635.0)	(35.0, 30621.0)	(36.0, 36066.0)	(37.0, 68963.0)	(38.0, 120654.0)
ERR10788033_1	(2.0, 9.0)	(3.0, 2.0)	(4.0, 3.0)	(5.0, 1.0)	(6.0, 0.0)	(7.0, 3.0)	(8.0, 1.0)	(9.0, 1.0)	(10.0, 1.0)	(11.0, 0.0)	(12.0, 1.0)	(13.0, 5.0)	(14.0, 53.0)	(15.0, 1588.0)	(16.0, 6086.0)	(17.0, 3335.0)	(18.0, 1420.0)	(19.0, 950.0)	(20.0, 635.0)	(21.0, 688.0)	(22.0, 978.0)	(23.0, 1481.0)	(24.0, 2197.0)	(25.0, 2946.0)	(26.0, 4190.0)	(27.0, 6130.0)	(28.0, 8448.0)	(29.0, 10454.0)	(30.0, 10907.0)	(31.0, 10889.0)	(32.0, 11291.0)	(33.0, 12430.0)	(34.0, 14519.0)	(35.0, 15386.0)	(36.0, 22121.0)	(37.0, 55702.0)	(38.0, 109432.0)
ERR10788033_2	(17.0, 2.0)	(18.0, 4.0)	(19.0, 5.0)	(20.0, 9.0)	(21.0, 22.0)	(22.0, 86.0)	(23.0, 257.0)	(24.0, 458.0)	(25.0, 959.0)	(26.0, 2356.0)	(27.0, 6781.0)	(28.0, 5199.0)	(29.0, 3703.0)	(30.0, 4097.0)	(31.0, 5884.0)	(32.0, 9642.0)	(33.0, 12267.0)	(34.0, 13618.0)	(35.0, 14491.0)	(36.0, 18615.0)	(37.0, 39433.0)	(38.0, 176395.0)															
ERR10788115_1	(14.0, 87.0)	(15.0, 3459.0)	(16.0, 10842.0)	(17.0, 5834.0)	(18.0, 2185.0)	(19.0, 1393.0)	(20.0, 938.0)	(21.0, 697.0)	(22.0, 617.0)	(23.0, 744.0)	(24.0, 1053.0)	(25.0, 1326.0)	(26.0, 1907.0)	(27.0, 2467.0)	(28.0, 3590.0)	(29.0, 4714.0)	(30.0, 5831.0)	(31.0, 7051.0)	(32.0, 8660.0)	(33.0, 11018.0)	(34.0, 14667.0)	(35.0, 21131.0)	(36.0, 35645.0)	(37.0, 94951.0)	(38.0, 124523.0)												
ERR10788115_2	(18.0, 1.0)	(19.0, 1.0)	(20.0, 14.0)	(21.0, 49.0)	(22.0, 184.0)	(23.0, 552.0)	(24.0, 1131.0)	(25.0, 1985.0)	(26.0, 3585.0)	(27.0, 8604.0)	(28.0, 8412.0)	(29.0, 5220.0)	(30.0, 4277.0)	(31.0, 4877.0)	(32.0, 6482.0)	(33.0, 8722.0)	(34.0, 11607.0)	(35.0, 16542.0)	(36.0, 26425.0)	(37.0, 63173.0)	(38.0, 193487.0)																
ERR10788118_1	(13.0, 2.0)	(14.0, 69.0)	(15.0, 3552.0)	(16.0, 10478.0)	(17.0, 6143.0)	(18.0, 2747.0)	(19.0, 1891.0)	(20.0, 1170.0)	(21.0, 817.0)	(22.0, 805.0)	(23.0, 1027.0)	(24.0, 1436.0)	(25.0, 1931.0)	(26.0, 2813.0)	(27.0, 4147.0)	(28.0, 5644.0)	(29.0, 7172.0)	(30.0, 8370.0)	(31.0, 9246.0)	(32.0, 10860.0)	(33.0, 13404.0)	(34.0, 17280.0)	(35.0, 23935.0)	(36.0, 40374.0)	(37.0, 103543.0)	(38.0, 131417.0)											
ERR10788118_2	(18.0, 3.0)	(19.0, 7.0)	(20.0, 10.0)	(21.0, 54.0)	(22.0, 214.0)	(23.0, 509.0)	(24.0, 994.0)	(25.0, 1979.0)	(26.0, 3619.0)	(27.0, 8680.0)	(28.0, 10147.0)	(29.0, 6717.0)	(30.0, 5305.0)	(31.0, 6196.0)	(32.0, 8258.0)	(33.0, 11226.0)	(34.0, 14786.0)	(35.0, 19803.0)	(36.0, 30460.0)	(37.0, 70533.0)	(38.0, 210773.0)																
ERR10788121_1	(2.0, 4.0)	(3.0, 5.0)	(4.0, 2.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 16.0)	(8.0, 23.0)	(9.0, 16.0)	(10.0, 84.0)	(11.0, 450.0)	(12.0, 913.0)	(13.0, 139.0)	(14.0, 48.0)	(15.0, 908.0)	(16.0, 4212.0)	(17.0, 3677.0)	(18.0, 1832.0)	(19.0, 1130.0)	(20.0, 773.0)	(21.0, 755.0)	(22.0, 1058.0)	(23.0, 1655.0)	(24.0, 2360.0)	(25.0, 3179.0)	(26.0, 4280.0)	(27.0, 5795.0)	(28.0, 7997.0)	(29.0, 9619.0)	(30.0, 10624.0)	(31.0, 13626.0)	(32.0, 18180.0)	(33.0, 22653.0)	(34.0, 25714.0)	(35.0, 29232.0)	(36.0, 37907.0)	(37.0, 74667.0)	(38.0, 95090.0)
ERR10788121_2	(15.0, 1.0)	(16.0, 1.0)	(17.0, 4.0)	(18.0, 5.0)	(19.0, 8.0)	(20.0, 17.0)	(21.0, 47.0)	(22.0, 91.0)	(23.0, 308.0)	(24.0, 718.0)	(25.0, 1290.0)	(26.0, 3112.0)	(27.0, 7156.0)	(28.0, 6461.0)	(29.0, 5902.0)	(30.0, 6688.0)	(31.0, 9097.0)	(32.0, 13611.0)	(33.0, 20343.0)	(34.0, 25288.0)	(35.0, 27946.0)	(36.0, 32574.0)	(37.0, 56081.0)	(38.0, 161874.0)													
ERR10794274_1	(16.0, 2.0)	(17.0, 0.0)	(18.0, 7.0)	(19.0, 10.0)	(20.0, 20.0)	(21.0, 44.0)	(22.0, 160.0)	(23.0, 416.0)	(24.0, 833.0)	(25.0, 1683.0)	(26.0, 3546.0)	(27.0, 9086.0)	(28.0, 8816.0)	(29.0, 7886.0)	(30.0, 9089.0)	(31.0, 13646.0)	(32.0, 21893.0)	(33.0, 27926.0)	(34.0, 29045.0)	(35.0, 28942.0)	(36.0, 33419.0)	(37.0, 56941.0)	(38.0, 178553.0)														
ERR10794274_2	(2.0, 6.0)	(3.0, 4.0)	(4.0, 1.0)	(5.0, 1.0)	(6.0, 1.0)	(7.0, 20.0)	(8.0, 22.0)	(9.0, 30.0)	(10.0, 120.0)	(11.0, 483.0)	(12.0, 761.0)	(13.0, 73.0)	(14.0, 67.0)	(15.0, 1158.0)	(16.0, 5227.0)	(17.0, 5421.0)	(18.0, 2667.0)	(19.0, 1630.0)	(20.0, 1165.0)	(21.0, 1330.0)	(22.0, 1934.0)	(23.0, 3005.0)	(24.0, 4264.0)	(25.0, 5951.0)	(26.0, 8057.0)	(27.0, 10437.0)	(28.0, 13602.0)	(29.0, 17244.0)	(30.0, 20651.0)	(31.0, 23590.0)	(32.0, 24434.0)	(33.0, 24145.0)	(34.0, 25294.0)	(35.0, 29315.0)	(36.0, 37569.0)	(37.0, 68841.0)	(38.0, 93443.0)
ERR10794308_1	(9.0, 1.0)	(10.0, 4.0)	(11.0, 26.0)	(12.0, 394.0)	(13.0, 2150.0)	(14.0, 5770.0)	(15.0, 10690.0)	(16.0, 15810.0)	(17.0, 22040.0)	(18.0, 33577.0)	(19.0, 35804.0)	(20.0, 9116.0)	(21.0, 555.0)	(22.0, 247.0)	(23.0, 734.0)	(24.0, 1752.0)	(25.0, 3820.0)	(26.0, 13162.0)	(27.0, 55843.0)	(28.0, 66239.0)	(29.0, 43368.0)	(30.0, 28121.0)	(31.0, 20969.0)	(32.0, 21943.0)	(33.0, 30046.0)	(34.0, 39143.0)	(35.0, 46095.0)	(36.0, 57417.0)	(37.0, 107415.0)	(38.0, 349134.0)							
ERR10794308_2	(2.0, 6.0)	(3.0, 3.0)	(4.0, 1.0)	(5.0, 3.0)	(6.0, 339.0)	(7.0, 7936.0)	(8.0, 33186.0)	(9.0, 39639.0)	(10.0, 10433.0)	(11.0, 4428.0)	(12.0, 5983.0)	(13.0, 6331.0)	(14.0, 8291.0)	(15.0, 12212.0)	(16.0, 15405.0)	(17.0, 42998.0)	(18.0, 76663.0)	(19.0, 41115.0)	(20.0, 18111.0)	(21.0, 8958.0)	(22.0, 5073.0)	(23.0, 3567.0)	(24.0, 3756.0)	(25.0, 4510.0)	(26.0, 6002.0)	(27.0, 8034.0)	(28.0, 11293.0)	(29.0, 14722.0)	(30.0, 17851.0)	(31.0, 24699.0)	(32.0, 31744.0)	(33.0, 35985.0)	(34.0, 39860.0)	(35.0, 47514.0)	(36.0, 64853.0)	(37.0, 136491.0)	(38.0, 233390.0)
ERR10794316_1	(13.0, 3.0)	(14.0, 196.0)	(15.0, 7150.0)	(16.0, 19957.0)	(17.0, 11981.0)	(18.0, 6708.0)	(19.0, 4119.0)	(20.0, 2691.0)	(21.0, 2680.0)	(22.0, 3109.0)	(23.0, 3935.0)	(24.0, 4660.0)	(25.0, 5542.0)	(26.0, 6342.0)	(27.0, 7255.0)	(28.0, 8289.0)	(29.0, 9407.0)	(30.0, 11066.0)	(31.0, 12710.0)	(32.0, 14988.0)	(33.0, 17727.0)	(34.0, 22496.0)	(35.0, 30650.0)	(36.0, 47218.0)	(37.0, 104237.0)	(38.0, 109982.0)											
ERR10794316_2	(15.0, 1.0)	(16.0, 0.0)	(17.0, 1.0)	(18.0, 6.0)	(19.0, 11.0)	(20.0, 62.0)	(21.0, 355.0)	(22.0, 1050.0)	(23.0, 2330.0)	(24.0, 3914.0)	(25.0, 6449.0)	(26.0, 14428.0)	(27.0, 20562.0)	(28.0, 10245.0)	(29.0, 6729.0)	(30.0, 7127.0)	(31.0, 8627.0)	(32.0, 11020.0)	(33.0, 14300.0)	(34.0, 19009.0)	(35.0, 25865.0)	(36.0, 40375.0)	(37.0, 91457.0)	(38.0, 191175.0)													
ERR10794327_1	(14.0, 31.0)	(15.0, 1521.0)	(16.0, 4158.0)	(17.0, 3382.0)	(18.0, 2507.0)	(19.0, 2378.0)	(20.0, 2111.0)	(21.0, 2487.0)	(22.0, 3362.0)	(23.0, 4592.0)	(24.0, 6200.0)	(25.0, 7781.0)	(26.0, 9908.0)	(27.0, 12326.0)	(28.0, 14931.0)	(29.0, 17983.0)	(30.0, 21993.0)	(31.0, 26597.0)	(32.0, 32082.0)	(33.0, 38933.0)	(34.0, 48170.0)	(35.0, 64652.0)	(36.0, 97103.0)	(37.0, 200885.0)	(38.0, 197951.0)												
ERR10794327_2	(17.0, 3.0)	(18.0, 6.0)	(19.0, 15.0)	(20.0, 51.0)	(21.0, 191.0)	(22.0, 578.0)	(23.0, 1545.0)	(24.0, 3399.0)	(25.0, 5247.0)	(26.0, 6794.0)	(27.0, 9661.0)	(28.0, 11450.0)	(29.0, 13558.0)	(30.0, 17201.0)	(31.0, 22239.0)	(32.0, 27874.0)	(33.0, 35700.0)	(34.0, 45698.0)	(35.0, 60274.0)	(36.0, 88171.0)	(37.0, 174519.0)	(38.0, 299850.0)															
ERR10802836_1	(16.0, 1.0)	(17.0, 3.0)	(18.0, 13.0)	(19.0, 32.0)	(20.0, 76.0)	(21.0, 376.0)	(22.0, 1327.0)	(23.0, 3323.0)	(24.0, 6788.0)	(25.0, 12721.0)	(26.0, 27146.0)	(27.0, 61570.0)	(28.0, 52611.0)	(29.0, 30388.0)	(30.0, 19240.0)	(31.0, 13314.0)	(32.0, 12844.0)	(33.0, 14538.0)	(34.0, 16553.0)	(35.0, 18887.0)	(36.0, 24719.0)	(37.0, 51324.0)	(38.0, 158047.0)														
ERR10802836_2	(12.0, 1.0)	(13.0, 6.0)	(14.0, 290.0)	(15.0, 10592.0)	(16.0, 35187.0)	(17.0, 42916.0)	(18.0, 57480.0)	(19.0, 31759.0)	(20.0, 13735.0)	(21.0, 7188.0)	(22.0, 4700.0)	(23.0, 4086.0)	(24.0, 4287.0)	(25.0, 4565.0)	(26.0, 4099.0)	(27.0, 3872.0)	(28.0, 4134.0)	(29.0, 5510.0)	(30.0, 7907.0)	(31.0, 10818.0)	(32.0, 12645.0)	(33.0, 13638.0)	(34.0, 15061.0)	(35.0, 18174.0)	(36.0, 26984.0)	(37.0, 67641.0)	(38.0, 118566.0)										
