Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR11589174_2	(1.0, 89.23270185628466)	(2.0, 8.686748845149898)	(3.0, 0.904603594653699)	(4.0, 0.2545117309163638)	(5.0, 0.10192624862440673)	(6.0, 0.05230144062486972)	(7.0, 0.026659133472560433)	(8.0, 0.023388685665855974)	(9.0, 0.01162074284176451)	('>10', 0.05770546456025886)	('>50', 0.011561981165969234)	('>100', 0.01951084321757308)	('>500', 0.0)	('>1k', 0.6167594328221713)	('>5k', 0.0)	('>10k+', 0.0)
SRR11589267_1	(1.0, 93.75714184262617)	(2.0, 3.4940665752549775)	(3.0, 0.12016552539239934)	(4.0, 0.023289198273571066)	(5.0, 0.023990218691406454)	(6.0, 0.011442984734812645)	(7.0, 0.04672552100048497)	(8.0, 0.015257312979750193)	(9.0, 0.034328954204437934)	('>10', 0.3108677519624102)	('>50', 0.0)	('>100', 0.5874065497203824)	('>500', 0.0)	('>1k', 1.5753175651592073)	('>5k', 0.0)	('>10k+', 0.0)
SRR11589267_2	(1.0, 93.151699358153)	(2.0, 5.998953607897088)	(3.0, 0.1962749427981001)	(4.0, 0.027307635450795932)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.008624624963720108)	('>10', 0.028748749879067028)	('>50', 0.0)	('>100', 0.5883910808582385)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905336_1	(1.0, 60.11736752079412)	(2.0, 20.450099285700908)	(3.0, 7.948766693979688)	(4.0, 3.3749014969691857)	(5.0, 1.7401024965877725)	(6.0, 0.9503845899389893)	(7.0, 0.5385378672481941)	(8.0, 0.3941961368723118)	(9.0, 0.31776595374030964)	('>10', 3.0153064190815826)	('>50', 0.7513109499459112)	('>100', 0.33286648418536663)	('>500', 0.06839410495569412)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905336_2	(1.0, 75.79971585652947)	(2.0, 13.44872808120143)	(3.0, 4.310631566362032)	(4.0, 1.6943075156468237)	(5.0, 0.7942194046458406)	(6.0, 0.511467272585641)	(7.0, 0.3374810786513194)	(8.0, 0.2253769493730727)	(9.0, 0.18451427046081698)	('>10', 2.079686532370676)	('>50', 0.44528826207141703)	('>100', 0.10503591192085017)	('>500', 0.06354729818062317)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905337_1	(1.0, 56.77279506969485)	(2.0, 22.921220579889475)	(3.0, 9.896256836430675)	(4.0, 4.7478073635407)	(5.0, 2.2505214889217324)	(6.0, 1.1629223968752171)	(7.0, 0.6663719517080762)	(8.0, 0.41263163395793123)	(9.0, 0.24038545014273502)	('>10', 0.8091934492159206)	('>50', 0.005258499106257793)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1146352805164199)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905337_2	(1.0, 61.452250527520015)	(2.0, 21.040393400680582)	(3.0, 8.849336623132414)	(4.0, 4.063403044139944)	(5.0, 1.8937149017803558)	(6.0, 1.0174291935142203)	(7.0, 0.495496507919727)	(8.0, 0.2890159021970622)	(9.0, 0.1906587768393949)	('>10', 0.5891340339491188)	('>50', 0.006418163117300053)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.112748925209883)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905338_1	(1.0, 58.52962175869967)	(2.0, 22.432816146546607)	(3.0, 9.347521288574164)	(4.0, 4.331237295295507)	(5.0, 2.0603777808503874)	(6.0, 1.0905512337629588)	(7.0, 0.599170634208234)	(8.0, 0.370804276179833)	(9.0, 0.23187812990628753)	('>10', 0.8785068733474967)	('>50', 0.04982155029852969)	('>100', 0.07769303233028914)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905338_2	(1.0, 69.52839602826622)	(2.0, 18.10970849726363)	(3.0, 6.52311099704496)	(4.0, 2.7597574726293996)	(5.0, 1.3192080703871174)	(6.0, 0.5315981771274658)	(7.0, 0.3215012821411556)	(8.0, 0.17768699389569112)	(9.0, 0.11786034714731371)	('>10', 0.5344878771648769)	('>50', 0.03265991717138475)	('>100', 0.04402433976080076)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905341_1	(1.0, 54.79524885691156)	(2.0, 21.79059903178376)	(3.0, 10.121053096196498)	(4.0, 5.10635917888398)	(5.0, 2.5988857554157456)	(6.0, 1.5006617920393464)	(7.0, 0.9416392125411248)	(8.0, 0.5328975459825671)	(9.0, 0.38064149206455034)	('>10', 2.0455600224658954)	('>50', 0.08656793586766988)	('>100', 0.01039909872382968)	('>500', 0.08948698112348172)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR12905341_2	(1.0, 70.39488976111363)	(2.0, 16.27667177319368)	(3.0, 6.44202352525771)	(4.0, 2.752356313980982)	(5.0, 1.3066333226459315)	(6.0, 0.6111342036124443)	(7.0, 0.455705669939807)	(8.0, 0.2927729827020197)	(9.0, 0.17298863179794854)	('>10', 1.172275719102538)	('>50', 0.03755948376175436)	('>100', 0.0)	('>500', 0.08498861289156097)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327178_1	(1.0, 55.99000451454207)	(2.0, 19.583232319497803)	(3.0, 8.197502089723251)	(4.0, 3.5806873015071856)	(5.0, 1.9192023149946773)	(6.0, 1.1627187743037988)	(7.0, 0.7065013050981376)	(8.0, 0.5337176616030219)	(9.0, 0.4270915359469163)	('>10', 5.806374327304329)	('>50', 1.4300953914607917)	('>100', 0.6628724640180321)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327178_2	(1.0, 59.94929398742842)	(2.0, 18.073178975852297)	(3.0, 7.110532346194322)	(4.0, 3.1941130239334745)	(5.0, 1.698814053255647)	(6.0, 0.9610936321804195)	(7.0, 0.6367671696467964)	(8.0, 0.48575943089469964)	(9.0, 0.38572683693084586)	('>10', 5.40668665188874)	('>50', 1.5176652957424732)	('>100', 0.5803685960518977)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327179_1	(1.0, 50.867392632057914)	(2.0, 21.915252829316547)	(3.0, 10.996420641881546)	(4.0, 5.654672178241393)	(5.0, 3.1563589240958296)	(6.0, 1.8501716499907068)	(7.0, 1.1557036897510704)	(8.0, 0.7676700018204788)	(9.0, 0.54159515965079)	('>10', 2.8240877274624383)	('>50', 0.18338594725180718)	('>100', 0.02730075134183779)	('>500', 0.059987867137605726)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327179_2	(1.0, 54.28194742999891)	(2.0, 20.93341880280743)	(3.0, 9.973563043290756)	(4.0, 5.216788476088936)	(5.0, 2.9226413629990575)	(6.0, 1.7311122747386516)	(7.0, 1.0124095864644238)	(8.0, 0.6348412436467887)	(9.0, 0.4622248001370077)	('>10', 2.5945969511238913)	('>50', 0.14157056919776934)	('>100', 0.03526846784139675)	('>500', 0.059616991664955175)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327181_1	(1.0, 53.05808300686149)	(2.0, 17.193117416843645)	(3.0, 6.3691757716020145)	(4.0, 2.813744358778233)	(5.0, 1.4221983451886573)	(6.0, 0.952546151094792)	(7.0, 0.7476828244781629)	(8.0, 0.6173344085097313)	(9.0, 0.5714898862635382)	('>10', 10.980369684633626)	('>50', 3.5571770222416554)	('>100', 1.6501105076100804)	('>500', 0.06697061589439304)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327181_2	(1.0, 58.39336530431268)	(2.0, 14.981048443924076)	(3.0, 5.411841529628017)	(4.0, 2.365696598107534)	(5.0, 1.2977057537284178)	(6.0, 0.8287983605778428)	(7.0, 0.6732985352442762)	(8.0, 0.6006720499061798)	(9.0, 0.5434428563390904)	('>10', 10.31034743377128)	('>50', 3.125630787941591)	('>100', 1.401353546628963)	('>500', 0.06679879989002156)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327185_1	(1.0, 45.588236062877634)	(2.0, 20.563209463991203)	(3.0, 11.472147824952684)	(4.0, 6.537033763395464)	(5.0, 4.006210628523004)	(6.0, 2.50571015838258)	(7.0, 1.6690648414805886)	(8.0, 1.110305114073114)	(9.0, 0.7994066140111913)	('>10', 4.590617444654337)	('>50', 0.6641307516554247)	('>100', 0.24802793519339092)	('>500', 0.0)	('>1k', 0.2458993968094099)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327185_2	(1.0, 48.09663201379143)	(2.0, 19.998196863655593)	(3.0, 10.816218622763861)	(4.0, 6.262195018984373)	(5.0, 3.6553520110003506)	(6.0, 2.408515677720027)	(7.0, 1.6557631339975585)	(8.0, 1.0512346369636585)	(9.0, 0.734220730394464)	('>10', 4.180673347821465)	('>50', 0.672738118391906)	('>100', 0.2230238860066403)	('>500', 0.0)	('>1k', 0.24523593850861208)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327186_1	(1.0, 60.0139219617054)	(2.0, 20.111342526867762)	(3.0, 8.069968974500366)	(4.0, 3.5868313031696966)	(5.0, 1.7584544277503424)	(6.0, 0.9012358719830953)	(7.0, 0.6117014154073168)	(8.0, 0.42777316727912523)	(9.0, 0.3635339913652245)	('>10', 3.5635756889277044)	('>50', 0.509340692665651)	('>100', 0.02358478719377903)	('>500', 0.05873519118450739)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327186_2	(1.0, 68.01774891868067)	(2.0, 16.66015388192306)	(3.0, 6.1583221846799585)	(4.0, 2.539451809002067)	(5.0, 1.2666864761990748)	(6.0, 0.7189345800106204)	(7.0, 0.47989018061804656)	(8.0, 0.3134274311463499)	(9.0, 0.27795448918846694)	('>10', 3.150363302255619)	('>50', 0.34625476279152395)	('>100', 0.012669236665354683)	('>500', 0.058142746839217024)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327187_1	(1.0, 54.714795297094284)	(2.0, 17.947474925537517)	(3.0, 7.075034864216794)	(4.0, 3.106745103214677)	(5.0, 1.6621477906415751)	(6.0, 1.0722811864148312)	(7.0, 0.7409892601860626)	(8.0, 0.6220785186555169)	(9.0, 0.5395082937620772)	('>10', 9.38106309870582)	('>50', 2.286082106252898)	('>100', 0.7549915065750792)	('>500', 0.0)	('>1k', 0.09680804874286203)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327187_2	(1.0, 60.07745898625101)	(2.0, 15.997755383397436)	(3.0, 5.993242002679429)	(4.0, 2.670707291450077)	(5.0, 1.3940025386772046)	(6.0, 0.8995989828130749)	(7.0, 0.6678290762402722)	(8.0, 0.5190091947375027)	(9.0, 0.49147528332741186)	('>10', 8.621796850725266)	('>50', 1.9917762714298546)	('>100', 0.5785782374310808)	('>500', 0.0)	('>1k', 0.0967699008403812)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327189_1	(1.0, 50.4525147042712)	(2.0, 16.463602146243726)	(3.0, 6.255997009736812)	(4.0, 2.6706266862417865)	(5.0, 1.4413725105176531)	(6.0, 0.8866623396318423)	(7.0, 0.6354909705449496)	(8.0, 0.5873413790920199)	(9.0, 0.5208530930193493)	('>10', 11.605152945869694)	('>50', 5.193726446256402)	('>100', 3.14105237856993)	('>500', 0.0)	('>1k', 0.14560739000466602)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327189_2	(1.0, 54.295313260254105)	(2.0, 14.905780103331779)	(3.0, 5.620890179650742)	(4.0, 2.3953358382450847)	(5.0, 1.248700281096856)	(6.0, 0.8213092637417341)	(7.0, 0.599336360120712)	(8.0, 0.5717514663297022)	(9.0, 0.48024140067349064)	('>10', 11.292195534283515)	('>50', 4.841660441566966)	('>100', 2.782147388044266)	('>500', 0.0)	('>1k', 0.14533848266107555)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327190_1	(1.0, 50.26365220599611)	(2.0, 19.846289304097)	(3.0, 9.206141677764816)	(4.0, 4.6410052515746845)	(5.0, 2.567399925209533)	(6.0, 1.4893864290692622)	(7.0, 0.9486950225809831)	(8.0, 0.6873563054368402)	(9.0, 0.5913544203046485)	('>10', 7.280693826880166)	('>50', 1.8227945062146513)	('>100', 0.6176180860278823)	('>500', 0.03761303884338189)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327190_2	(1.0, 55.47972228140395)	(2.0, 18.183729662558502)	(3.0, 8.111168502047075)	(4.0, 3.9324432081980674)	(5.0, 2.1040675354533214)	(6.0, 1.270100996164198)	(7.0, 0.8610610425590723)	(8.0, 0.6141371510722464)	(9.0, 0.505301715109991)	('>10', 6.788518513892622)	('>50', 1.6050054057171068)	('>100', 0.5070978568475493)	('>500', 0.03764612897625994)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327191_1	(1.0, 62.48617221046383)	(2.0, 17.388765913567504)	(3.0, 5.875682756444569)	(4.0, 2.3344038269326512)	(5.0, 1.0168120869342152)	(6.0, 0.6879905379538702)	(7.0, 0.4760381823537828)	(8.0, 0.3940799332831364)	(9.0, 0.3664469252629652)	('>10', 6.316200566633161)	('>50', 1.87482293422842)	('>100', 0.7825841259418832)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327191_2	(1.0, 66.97207560281385)	(2.0, 15.416259445653365)	(3.0, 4.959122711181511)	(4.0, 1.8946515739871037)	(5.0, 0.8998962830517876)	(6.0, 0.5681363143889405)	(7.0, 0.42364202665033746)	(8.0, 0.37348123121600657)	(9.0, 0.3593591843535188)	('>10', 5.812965972922841)	('>50', 1.7456258161437057)	('>100', 0.5747838376369915)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327192_1	(1.0, 64.45603003201846)	(2.0, 19.048051748518215)	(3.0, 6.491810054870852)	(4.0, 2.72392174702566)	(5.0, 1.3524249914327113)	(6.0, 0.7645743658105288)	(7.0, 0.5409107197860907)	(8.0, 0.4755338916208579)	(9.0, 0.37396772507159676)	('>10', 3.4174358944823284)	('>50', 0.2134207041073618)	('>100', 0.14191812525531983)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327192_2	(1.0, 73.74061627925784)	(2.0, 14.66009368962424)	(3.0, 4.431080503791616)	(4.0, 1.763435269637969)	(5.0, 0.8672591471572773)	(6.0, 0.619522099564845)	(7.0, 0.4292447561914125)	(8.0, 0.3808477807795766)	(9.0, 0.3079244341210339)	('>10', 2.503733726003375)	('>50', 0.18528742030351844)	('>100', 0.11095489356727326)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327193_1	(1.0, 55.831711037220366)	(2.0, 20.394788389325537)	(3.0, 8.60107225854955)	(4.0, 3.8488942628153153)	(5.0, 1.9065962450870408)	(6.0, 0.9998567419629952)	(7.0, 0.7058278606820055)	(8.0, 0.4522770729893633)	(9.0, 0.33394166708899603)	('>10', 4.983854367778281)	('>50', 1.4770912721439977)	('>100', 0.3297214020941066)	('>500', 0.0)	('>1k', 0.13436742226239792)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327193_2	(1.0, 62.14968240677074)	(2.0, 17.80887063301771)	(3.0, 7.0697802434933665)	(4.0, 3.093073275858999)	(5.0, 1.4953534162980588)	(6.0, 0.8652854184267478)	(7.0, 0.49940672219755)	(8.0, 0.363597875881819)	(9.0, 0.3285060427296939)	('>10', 4.72721250072683)	('>50', 1.1172659174149624)	('>100', 0.34876600424061627)	('>500', 0.0)	('>1k', 0.13319954294284897)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327194_1	(1.0, 53.6457571330513)	(2.0, 22.484046488130403)	(3.0, 10.519132944564882)	(4.0, 5.398933349113435)	(5.0, 2.693402900349825)	(6.0, 1.6020829682966322)	(7.0, 1.032235378209601)	(8.0, 0.5998061361788208)	(9.0, 0.4198545583099027)	('>10', 1.4761067624764614)	('>50', 0.0504523451122474)	('>100', 0.008075862894565987)	('>500', 0.0701131733119138)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327194_2	(1.0, 60.964262823624914)	(2.0, 19.87733828374456)	(3.0, 8.918838741891253)	(4.0, 4.315107422203046)	(5.0, 2.157441380390245)	(6.0, 1.1189053591116538)	(7.0, 0.762834563440464)	(8.0, 0.440389959710355)	(9.0, 0.30146596464110914)	('>10', 1.0288297944518745)	('>50', 0.03403826373291742)	('>100', 0.010636957416536695)	('>500', 0.06991048564109979)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327196_1	(1.0, 47.67905335660172)	(2.0, 21.512094439414973)	(3.0, 11.377457091513767)	(4.0, 6.370088315730728)	(5.0, 4.036314112958772)	(6.0, 2.4698287097601854)	(7.0, 1.5201343369456473)	(8.0, 1.080477336120127)	(9.0, 0.7515168106296559)	('>10', 3.0313574996079016)	('>50', 0.1063006831742754)	('>100', 0.0069020031422930145)	('>500', 0.05847530439998248)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327196_2	(1.0, 52.74451098040262)	(2.0, 19.993948679772124)	(3.0, 10.443947172221495)	(4.0, 5.732138339242965)	(5.0, 3.3506481068993494)	(6.0, 2.114349891502334)	(7.0, 1.3771498972887521)	(8.0, 0.8243507977030164)	(9.0, 0.6641954861943671)	('>10', 2.6186659225585887)	('>50', 0.07103092807123844)	('>100', 0.006761531963887026)	('>500', 0.05830226617917681)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327198_1	(1.0, 57.314133499873854)	(2.0, 18.230073350854273)	(3.0, 7.1833798785167575)	(4.0, 3.2061098718459107)	(5.0, 1.6700736878593876)	(6.0, 1.0755615549471809)	(7.0, 0.8190363295691825)	(8.0, 0.5996889046438615)	(9.0, 0.4819961918466137)	('>10', 7.631058009342075)	('>50', 1.3314205621880217)	('>100', 0.37934066317484827)	('>500', 0.07812749533798712)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327198_2	(1.0, 64.20971727353968)	(2.0, 15.525052676215259)	(3.0, 5.701289137303254)	(4.0, 2.510128358469685)	(5.0, 1.375851345096557)	(6.0, 0.8445692934178359)	(7.0, 0.6798879012401998)	(8.0, 0.5672219785007196)	(9.0, 0.5027529192032597)	('>10', 6.651816004656384)	('>50', 1.0812597866756557)	('>100', 0.27324374729900935)	('>500', 0.07720957838251868)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327199_1	(1.0, 51.672024358563284)	(2.0, 16.564001526588267)	(3.0, 6.173484462429359)	(4.0, 2.566411812682064)	(5.0, 1.3656218330835732)	(6.0, 0.7001191635127791)	(7.0, 0.54602074051537)	(8.0, 0.4163135768737009)	(9.0, 0.3586972503446091)	('>10', 8.925376811238543)	('>50', 5.384116947754931)	('>100', 5.224627217440164)	('>500', 0.0)	('>1k', 0.10318429897336152)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327199_2	(1.0, 56.289304254392846)	(2.0, 14.8967714235258)	(3.0, 5.351803139031405)	(4.0, 2.175960652182805)	(5.0, 1.0348904908293595)	(6.0, 0.6534691744454988)	(7.0, 0.46088487584373655)	(8.0, 0.34373715689187256)	(9.0, 0.3291050753109586)	('>10', 8.765958750041762)	('>50', 4.921679912844233)	('>100', 4.673555013668988)	('>500', 0.0)	('>1k', 0.10288008099067227)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327200_1	(1.0, 55.635749950473546)	(2.0, 20.865411379284353)	(3.0, 8.739209402978608)	(4.0, 4.244392093518437)	(5.0, 2.0428467831121933)	(6.0, 1.2108595134469218)	(7.0, 0.8014487198887242)	(8.0, 0.5752233894772262)	(9.0, 0.426061134581682)	('>10', 4.781190841293985)	('>50', 0.5240989215456435)	('>100', 0.051942490415545)	('>500', 0.0)	('>1k', 0.10156537998318689)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327200_2	(1.0, 60.733544335221154)	(2.0, 18.742801470448622)	(3.0, 7.802398483948283)	(4.0, 3.5468073901902675)	(5.0, 1.7585641459275894)	(6.0, 1.003450579422011)	(7.0, 0.7262306054469175)	(8.0, 0.4898164605849301)	(9.0, 0.41024694216104307)	('>10', 4.148527614616521)	('>50', 0.48653482005007015)	('>100', 0.049141579106423854)	('>500', 0.0)	('>1k', 0.101935572876163)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327201_1	(1.0, 51.03354616289779)	(2.0, 18.2513990226052)	(3.0, 7.333643944968135)	(4.0, 3.3795113548323945)	(5.0, 1.7361394678525524)	(6.0, 1.0320396710409814)	(7.0, 0.7634131613365531)	(8.0, 0.5882893746983909)	(9.0, 0.5084565279347893)	('>10', 9.822700692320845)	('>50', 3.7324273953527323)	('>100', 1.7467929606151709)	('>500', 0.07164026354445002)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327201_2	(1.0, 64.37314210220269)	(2.0, 13.39213086199697)	(3.0, 5.0166492172707615)	(4.0, 2.0658966221602757)	(5.0, 1.1293997643488425)	(6.0, 0.7155317405470382)	(7.0, 0.5772828524930049)	(8.0, 0.4343988235317934)	(9.0, 0.40896740920790864)	('>10', 8.358745647989247)	('>50', 2.602239233353307)	('>100', 0.8558381759949144)	('>500', 0.06977754890323863)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327203_1	(1.0, 51.24468510256579)	(2.0, 20.863072578894386)	(3.0, 9.734365532178858)	(4.0, 4.651729940953183)	(5.0, 2.4468471844924014)	(6.0, 1.4512876900717957)	(7.0, 0.8811900461805738)	(8.0, 0.633915349891859)	(9.0, 0.5397255623691766)	('>10', 6.06606537945764)	('>50', 1.111990022332442)	('>100', 0.2782992467626766)	('>500', 0.0)	('>1k', 0.09682636384921486)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327203_2	(1.0, 59.72761602296236)	(2.0, 17.763070545754427)	(3.0, 7.856620865319042)	(4.0, 3.629468626192743)	(5.0, 1.9235728935746061)	(6.0, 1.0883256347250077)	(7.0, 0.6646772592894932)	(8.0, 0.5127182095199985)	(9.0, 0.3992032660272012)	('>10', 5.248003801026808)	('>50', 0.9023240105482231)	('>100', 0.18934994960375942)	('>500', 0.0)	('>1k', 0.0950489154563934)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327204_1	(1.0, 56.60954379914769)	(2.0, 20.461514856017132)	(3.0, 8.583533926709935)	(4.0, 3.9097281098592362)	(5.0, 1.945528328828826)	(6.0, 1.1966155669903302)	(7.0, 0.6745075760506143)	(8.0, 0.5298332226318475)	(9.0, 0.3825960880814345)	('>10', 4.456497912986769)	('>50', 0.9658369948885122)	('>100', 0.22054251353656176)	('>500', 0.0637211042711398)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327204_2	(1.0, 63.88918287657322)	(2.0, 17.502209965452035)	(3.0, 7.050683734475685)	(4.0, 3.100252090937827)	(5.0, 1.5712116665701128)	(6.0, 0.8199266420977935)	(7.0, 0.5869745338580551)	(8.0, 0.4007559462416037)	(9.0, 0.3228308219126353)	('>10', 3.7475412859415744)	('>50', 0.7918996068634468)	('>100', 0.15296214531056426)	('>500', 0.06356868376542929)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327205_1	(1.0, 51.828188168111375)	(2.0, 20.55560388229702)	(3.0, 9.718493254207454)	(4.0, 4.884515409306968)	(5.0, 2.595850503383161)	(6.0, 1.5697989450770777)	(7.0, 1.0153259534512529)	(8.0, 0.7004177233546558)	(9.0, 0.49313125269236446)	('>10', 4.898680946403365)	('>50', 1.2005339270288669)	('>100', 0.42948141484778124)	('>500', 0.0)	('>1k', 0.10997861983864646)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327205_2	(1.0, 54.641369660337325)	(2.0, 19.82831951341046)	(3.0, 8.87061309000587)	(4.0, 4.4875606958170815)	(5.0, 2.448095588170282)	(6.0, 1.4075457412410366)	(7.0, 0.9416025379090617)	(8.0, 0.6520486875211162)	(9.0, 0.40715573537345834)	('>10', 4.598620019415122)	('>50', 1.165171269222979)	('>100', 0.4412356286525344)	('>500', 0.0)	('>1k', 0.1106618329236982)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327206_1	(1.0, 59.85614305666231)	(2.0, 18.547986054645733)	(3.0, 7.020864671125862)	(4.0, 3.157770142436147)	(5.0, 1.5507289782336973)	(6.0, 1.0296812748588935)	(7.0, 0.7444080921514151)	(8.0, 0.5372624154756499)	(9.0, 0.47000513356032964)	('>10', 6.229261667361886)	('>50', 0.7335207008968861)	('>100', 0.05752430816201025)	('>500', 0.06484350442914476)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327206_2	(1.0, 63.79704041374434)	(2.0, 17.04610158798418)	(3.0, 6.176684034700963)	(4.0, 2.6087200467522256)	(5.0, 1.4280283238140705)	(6.0, 0.8608055528566114)	(7.0, 0.6758974327799936)	(8.0, 0.5276309478409088)	(9.0, 0.46204185520753727)	('>10', 5.673680146994573)	('>50', 0.6070166436117351)	('>100', 0.0707481269809196)	('>500', 0.06560488673190283)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327207_1	(1.0, 46.04033759132672)	(2.0, 21.11976101656527)	(3.0, 11.545365312894122)	(4.0, 6.607027296534934)	(5.0, 3.9790032487080733)	(6.0, 2.5396262320700096)	(7.0, 1.6202991973669885)	(8.0, 1.110699655858775)	(9.0, 0.8264474891696141)	('>10', 4.067187698961508)	('>50', 0.3693290238597585)	('>100', 0.09054343792035023)	('>500', 0.0)	('>1k', 0.08437279876383515)	('>5k', 0.0)	('>10k+', 0.0)
SRR13327207_2	(1.0, 49.05595250571944)	(2.0, 20.36598535437356)	(3.0, 10.926906329092812)	(4.0, 6.179602625086587)	(5.0, 3.646089499672731)	(6.0, 2.3028678591769114)	(7.0, 1.516525041526644)	(8.0, 1.0558218826699077)	(9.0, 0.7331969234881066)	('>10', 3.7698540877999056)	('>50', 0.27101673773723967)	('>100', 0.09127162543575236)	('>500', 0.0)	('>1k', 0.0849095282203916)	('>5k', 0.0)	('>10k+', 0.0)
SRR13401434_1	(1.0, 77.86127174235098)	(2.0, 12.408122174238153)	(3.0, 3.0321483695991898)	(4.0, 1.2473810394431384)	(5.0, 0.8372190952614385)	(6.0, 0.599944536586597)	(7.0, 0.546601903065225)	(8.0, 0.45357726892411776)	(9.0, 0.3655726247443484)	('>10', 2.5301742841498993)	('>50', 0.04242681839683859)	('>100', 0.07556014324008396)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13401434_2	(1.0, 79.17309964137262)	(2.0, 11.55146135615154)	(3.0, 2.693743467417731)	(4.0, 1.2467141201668643)	(5.0, 0.8409857181523532)	(6.0, 0.6009447937848238)	(7.0, 0.48114598522033647)	(8.0, 0.4541935574755624)	(9.0, 0.3404175145882826)	('>10', 2.5145436615095424)	('>50', 0.02265358390936963)	('>100', 0.08009660025098549)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR13430624_1	(1.0, 55.61609128732803)	(2.0, 11.803110187736374)	(3.0, 5.7335874455770295)	(4.0, 3.6955660041828953)	(5.0, 2.5540315842816095)	(6.0, 1.8321420042622876)	(7.0, 1.5204646539586768)	(8.0, 1.2762712264342642)	(9.0, 1.0218263248647792)	('>10', 12.157432690481725)	('>50', 2.3435514241983224)	('>100', 0.44592516669400334)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
